path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5
9686	Small.500.24.5.81.gexf	2	24	1	Small	500	24	5	81	gexf
9687	Small.500.24.5.81.gexf	3	24	1	Small	500	24	5	81	gexf
9688	Small.500.24.5.81.gexf	5	24	1	Small	500	24	5	81	gexf
9689	Small.500.24.5.81.gexf	10	24	1	Small	500	24	5	81	gexf
9691	Small.1000.6.2.81.gexf	2	5	1	Small	1000	6	2	81	gexf
9692	Small.1000.6.2.81.gexf	3	5	1	Small	1000	6	2	81	gexf
9696	Small.1000.6.5.81.gexf	2	4	1	Small	1000	6	5	81	gexf
9697	Small.1000.6.5.81.gexf	3	4	1	Small	1000	6	5	81	gexf
9701	Small.1000.10.2.81.gexf	2	10	1	Small	1000	10	2	81	gexf
9702	Small.1000.10.2.81.gexf	3	10	1	Small	1000	10	2	81	gexf
9703	Small.1000.10.2.81.gexf	5	10	1	Small	1000	10	2	81	gexf
9706	Small.1000.10.5.81.gexf	2	8	1	Small	1000	10	5	81	gexf
9707	Small.1000.10.5.81.gexf	3	8	1	Small	1000	10	5	81	gexf
9708	Small.1000.10.5.81.gexf	5	8	1	Small	1000	10	5	81	gexf
9711	Small.1000.24.2.81.gexf	2	24	1	Small	1000	24	2	81	gexf
9712	Small.1000.24.2.81.gexf	3	24	1	Small	1000	24	2	81	gexf
9713	Small.1000.24.2.81.gexf	5	24	1	Small	1000	24	2	81	gexf
9714	Small.1000.24.2.81.gexf	10	24	1	Small	1000	24	2	81	gexf
9716	Small.1000.24.5.81.gexf	2	25	1	Small	1000	24	5	81	gexf
9717	Small.1000.24.5.81.gexf	3	25	1	Small	1000	24	5	81	gexf
9718	Small.1000.24.5.81.gexf	5	25	1	Small	1000	24	5	81	gexf
9719	Small.1000.24.5.81.gexf	10	25	2	Small	1000	24	5	81	gexf
9721	Small.50.6.2.82.gexf	2	4	1	Small	50	6	2	82	gexf
9722	Small.50.6.2.82.gexf	3	4	1	Small	50	6	2	82	gexf
9726	Small.50.6.5.82.gexf	2	4	1	Small	50	6	5	82	gexf
9727	Small.50.6.5.82.gexf	3	4	1	Small	50	6	5	82	gexf
9731	Small.50.10.2.82.gexf	2	10	1	Small	50	10	2	82	gexf
9732	Small.50.10.2.82.gexf	3	10	1	Small	50	10	2	82	gexf
9733	Small.50.10.2.82.gexf	5	10	1	Small	50	10	2	82	gexf
9736	Small.50.10.5.82.gexf	2	8	1	Small	50	10	5	82	gexf
9737	Small.50.10.5.82.gexf	3	8	1	Small	50	10	5	82	gexf
9738	Small.50.10.5.82.gexf	5	8	1	Small	50	10	5	82	gexf
9741	Small.50.24.2.82.gexf	2	23	1	Small	50	24	2	82	gexf
9742	Small.50.24.2.82.gexf	3	23	1	Small	50	24	2	82	gexf
9743	Small.50.24.2.82.gexf	5	23	1	Small	50	24	2	82	gexf
9744	Small.50.24.2.82.gexf	10	23	1	Small	50	24	2	82	gexf
9746	Small.50.24.5.82.gexf	2	18	1	Small	50	24	5	82	gexf
9747	Small.50.24.5.82.gexf	3	18	1	Small	50	24	5	82	gexf
9748	Small.50.24.5.82.gexf	5	18	1	Small	50	24	5	82	gexf
9749	Small.50.24.5.82.gexf	10	18	1	Small	50	24	5	82	gexf
9751	Small.100.6.2.82.gexf	2	4	1	Small	100	6	2	82	gexf
9752	Small.100.6.2.82.gexf	3	4	1	Small	100	6	2	82	gexf
9756	Small.100.6.5.82.gexf	2	4	1	Small	100	6	5	82	gexf
9757	Small.100.6.5.82.gexf	3	4	1	Small	100	6	5	82	gexf
9761	Small.100.10.2.82.gexf	2	10	1	Small	100	10	2	82	gexf
9762	Small.100.10.2.82.gexf	3	10	1	Small	100	10	2	82	gexf
9763	Small.100.10.2.82.gexf	5	10	1	Small	100	10	2	82	gexf
9766	Small.100.10.5.82.gexf	2	8	1	Small	100	10	5	82	gexf
9767	Small.100.10.5.82.gexf	3	8	1	Small	100	10	5	82	gexf
9768	Small.100.10.5.82.gexf	5	8	1	Small	100	10	5	82	gexf
9771	Small.100.24.2.82.gexf	2	19	1	Small	100	24	2	82	gexf
9772	Small.100.24.2.82.gexf	3	19	1	Small	100	24	2	82	gexf
9773	Small.100.24.2.82.gexf	5	19	1	Small	100	24	2	82	gexf
9774	Small.100.24.2.82.gexf	10	19	1	Small	100	24	2	82	gexf
9776	Small.100.24.5.82.gexf	2	21	1	Small	100	24	5	82	gexf
9777	Small.100.24.5.82.gexf	3	21	1	Small	100	24	5	82	gexf
9778	Small.100.24.5.82.gexf	5	21	1	Small	100	24	5	82	gexf
9779	Small.100.24.5.82.gexf	10	21	1	Small	100	24	5	82	gexf
9781	Small.500.6.2.82.gexf	2	6	1	Small	500	6	2	82	gexf
9782	Small.500.6.2.82.gexf	3	6	1	Small	500	6	2	82	gexf
9783	Small.500.6.2.82.gexf	5	6	1	Small	500	6	2	82	gexf
9786	Small.500.6.5.82.gexf	2	5	1	Small	500	6	5	82	gexf
9787	Small.500.6.5.82.gexf	3	5	1	Small	500	6	5	82	gexf
9791	Small.500.10.2.82.gexf	2	9	1	Small	500	10	2	82	gexf
9792	Small.500.10.2.82.gexf	3	9	1	Small	500	10	2	82	gexf
9793	Small.500.10.2.82.gexf	5	9	1	Small	500	10	2	82	gexf
9796	Small.500.10.5.82.gexf	2	11	1	Small	500	10	5	82	gexf
9797	Small.500.10.5.82.gexf	3	11	1	Small	500	10	5	82	gexf
9798	Small.500.10.5.82.gexf	5	11	1	Small	500	10	5	82	gexf
9799	Small.500.10.5.82.gexf	10	11	1	Small	500	10	5	82	gexf
9801	Small.500.24.2.82.gexf	2	20	1	Small	500	24	2	82	gexf
9802	Small.500.24.2.82.gexf	3	20	1	Small	500	24	2	82	gexf
9803	Small.500.24.2.82.gexf	5	20	1	Small	500	24	2	82	gexf
9804	Small.500.24.2.82.gexf	10	20	1	Small	500	24	2	82	gexf
9806	Small.500.24.5.82.gexf	2	23	1	Small	500	24	5	82	gexf
9807	Small.500.24.5.82.gexf	3	23	1	Small	500	24	5	82	gexf
9808	Small.500.24.5.82.gexf	5	23	1	Small	500	24	5	82	gexf
9809	Small.500.24.5.82.gexf	10	23	1	Small	500	24	5	82	gexf
9811	Small.1000.6.2.82.gexf	2	5	1	Small	1000	6	2	82	gexf
9812	Small.1000.6.2.82.gexf	3	5	1	Small	1000	6	2	82	gexf
9816	Small.1000.6.5.82.gexf	2	9	1	Small	1000	6	5	82	gexf
9817	Small.1000.6.5.82.gexf	3	9	1	Small	1000	6	5	82	gexf
9818	Small.1000.6.5.82.gexf	5	9	1	Small	1000	6	5	82	gexf
9821	Small.1000.10.2.82.gexf	2	9	1	Small	1000	10	2	82	gexf
9822	Small.1000.10.2.82.gexf	3	9	1	Small	1000	10	2	82	gexf
9823	Small.1000.10.2.82.gexf	5	9	1	Small	1000	10	2	82	gexf
9826	Small.1000.10.5.82.gexf	2	8	1	Small	1000	10	5	82	gexf
9827	Small.1000.10.5.82.gexf	3	8	1	Small	1000	10	5	82	gexf
9828	Small.1000.10.5.82.gexf	5	8	1	Small	1000	10	5	82	gexf
9831	Small.1000.24.2.82.gexf	2	25	1	Small	1000	24	2	82	gexf
9832	Small.1000.24.2.82.gexf	3	25	1	Small	1000	24	2	82	gexf
9833	Small.1000.24.2.82.gexf	5	25	1	Small	1000	24	2	82	gexf
9834	Small.1000.24.2.82.gexf	10	25	2	Small	1000	24	2	82	gexf
9836	Small.1000.24.5.82.gexf	2	22	1	Small	1000	24	5	82	gexf
9837	Small.1000.24.5.82.gexf	3	22	1	Small	1000	24	5	82	gexf
9838	Small.1000.24.5.82.gexf	5	22	1	Small	1000	24	5	82	gexf
9839	Small.1000.24.5.82.gexf	10	22	1	Small	1000	24	5	82	gexf
9841	Small.50.6.2.83.gexf	2	5	1	Small	50	6	2	83	gexf
9842	Small.50.6.2.83.gexf	3	5	1	Small	50	6	2	83	gexf
9846	Small.50.6.5.83.gexf	2	5	1	Small	50	6	5	83	gexf
9847	Small.50.6.5.83.gexf	3	5	1	Small	50	6	5	83	gexf
9851	Small.50.10.2.83.gexf	2	11	1	Small	50	10	2	83	gexf
9852	Small.50.10.2.83.gexf	3	11	1	Small	50	10	2	83	gexf
9853	Small.50.10.2.83.gexf	5	11	1	Small	50	10	2	83	gexf
9854	Small.50.10.2.83.gexf	10	11	1	Small	50	10	2	83	gexf
9856	Small.50.10.5.83.gexf	2	10	1	Small	50	10	5	83	gexf
9857	Small.50.10.5.83.gexf	3	10	1	Small	50	10	5	83	gexf
9858	Small.50.10.5.83.gexf	5	10	1	Small	50	10	5	83	gexf
9861	Small.50.24.2.83.gexf	2	21	1	Small	50	24	2	83	gexf
9862	Small.50.24.2.83.gexf	3	21	1	Small	50	24	2	83	gexf
9863	Small.50.24.2.83.gexf	5	21	1	Small	50	24	2	83	gexf
9864	Small.50.24.2.83.gexf	10	21	1	Small	50	24	2	83	gexf
9866	Small.50.24.5.83.gexf	2	21	1	Small	50	24	5	83	gexf
9867	Small.50.24.5.83.gexf	3	21	1	Small	50	24	5	83	gexf
9868	Small.50.24.5.83.gexf	5	21	1	Small	50	24	5	83	gexf
9869	Small.50.24.5.83.gexf	10	21	1	Small	50	24	5	83	gexf
9871	Small.100.6.2.83.gexf	2	6	1	Small	100	6	2	83	gexf
9872	Small.100.6.2.83.gexf	3	6	1	Small	100	6	2	83	gexf
9873	Small.100.6.2.83.gexf	5	6	1	Small	100	6	2	83	gexf
9876	Small.100.6.5.83.gexf	2	4	1	Small	100	6	5	83	gexf
9877	Small.100.6.5.83.gexf	3	4	1	Small	100	6	5	83	gexf
9881	Small.100.10.2.83.gexf	2	9	1	Small	100	10	2	83	gexf
9882	Small.100.10.2.83.gexf	3	9	1	Small	100	10	2	83	gexf
9883	Small.100.10.2.83.gexf	5	9	1	Small	100	10	2	83	gexf
9886	Small.100.10.5.83.gexf	2	10	1	Small	100	10	5	83	gexf
9887	Small.100.10.5.83.gexf	3	10	1	Small	100	10	5	83	gexf
9888	Small.100.10.5.83.gexf	5	10	1	Small	100	10	5	83	gexf
9891	Small.100.24.2.83.gexf	2	19	1	Small	100	24	2	83	gexf
9892	Small.100.24.2.83.gexf	3	19	1	Small	100	24	2	83	gexf
9893	Small.100.24.2.83.gexf	5	19	1	Small	100	24	2	83	gexf
9894	Small.100.24.2.83.gexf	10	19	1	Small	100	24	2	83	gexf
9896	Small.100.24.5.83.gexf	2	22	1	Small	100	24	5	83	gexf
9897	Small.100.24.5.83.gexf	3	22	1	Small	100	24	5	83	gexf
9898	Small.100.24.5.83.gexf	5	22	1	Small	100	24	5	83	gexf
9899	Small.100.24.5.83.gexf	10	22	1	Small	100	24	5	83	gexf
9901	Small.500.6.2.83.gexf	2	5	1	Small	500	6	2	83	gexf
9902	Small.500.6.2.83.gexf	3	5	1	Small	500	6	2	83	gexf
9906	Small.500.6.5.83.gexf	2	4	1	Small	500	6	5	83	gexf
9907	Small.500.6.5.83.gexf	3	4	1	Small	500	6	5	83	gexf
9911	Small.500.10.2.83.gexf	2	10	1	Small	500	10	2	83	gexf
9912	Small.500.10.2.83.gexf	3	10	1	Small	500	10	2	83	gexf
9913	Small.500.10.2.83.gexf	5	10	1	Small	500	10	2	83	gexf
9916	Small.500.10.5.83.gexf	2	9	1	Small	500	10	5	83	gexf
9917	Small.500.10.5.83.gexf	3	9	1	Small	500	10	5	83	gexf
9918	Small.500.10.5.83.gexf	5	9	1	Small	500	10	5	83	gexf
9921	Small.500.24.2.83.gexf	2	24	1	Small	500	24	2	83	gexf
9922	Small.500.24.2.83.gexf	3	24	1	Small	500	24	2	83	gexf
9923	Small.500.24.2.83.gexf	5	24	1	Small	500	24	2	83	gexf
9924	Small.500.24.2.83.gexf	10	24	1	Small	500	24	2	83	gexf
9926	Small.500.24.5.83.gexf	2	16	1	Small	500	24	5	83	gexf
9927	Small.500.24.5.83.gexf	3	16	1	Small	500	24	5	83	gexf
9928	Small.500.24.5.83.gexf	5	16	1	Small	500	24	5	83	gexf
9929	Small.500.24.5.83.gexf	10	16	1	Small	500	24	5	83	gexf
9931	Small.1000.6.2.83.gexf	2	5	1	Small	1000	6	2	83	gexf
9932	Small.1000.6.2.83.gexf	3	5	1	Small	1000	6	2	83	gexf
9936	Small.1000.6.5.83.gexf	2	4	1	Small	1000	6	5	83	gexf
9937	Small.1000.6.5.83.gexf	3	4	1	Small	1000	6	5	83	gexf
9941	Small.1000.10.2.83.gexf	2	11	1	Small	1000	10	2	83	gexf
9942	Small.1000.10.2.83.gexf	3	11	1	Small	1000	10	2	83	gexf
9943	Small.1000.10.2.83.gexf	5	11	1	Small	1000	10	2	83	gexf
9944	Small.1000.10.2.83.gexf	10	11	1	Small	1000	10	2	83	gexf
9946	Small.1000.10.5.83.gexf	2	8	1	Small	1000	10	5	83	gexf
9947	Small.1000.10.5.83.gexf	3	8	1	Small	1000	10	5	83	gexf
9948	Small.1000.10.5.83.gexf	5	8	1	Small	1000	10	5	83	gexf
9951	Small.1000.24.2.83.gexf	2	23	1	Small	1000	24	2	83	gexf
9952	Small.1000.24.2.83.gexf	3	23	1	Small	1000	24	2	83	gexf
9953	Small.1000.24.2.83.gexf	5	23	1	Small	1000	24	2	83	gexf
9954	Small.1000.24.2.83.gexf	10	23	1	Small	1000	24	2	83	gexf
9956	Small.1000.24.5.83.gexf	2	23	1	Small	1000	24	5	83	gexf
9957	Small.1000.24.5.83.gexf	3	23	1	Small	1000	24	5	83	gexf
9958	Small.1000.24.5.83.gexf	5	23	1	Small	1000	24	5	83	gexf
9959	Small.1000.24.5.83.gexf	10	23	1	Small	1000	24	5	83	gexf
9961	Small.50.6.2.84.gexf	2	5	1	Small	50	6	2	84	gexf
9962	Small.50.6.2.84.gexf	3	5	1	Small	50	6	2	84	gexf
9966	Small.50.6.5.84.gexf	2	7	1	Small	50	6	5	84	gexf
9967	Small.50.6.5.84.gexf	3	7	1	Small	50	6	5	84	gexf
9968	Small.50.6.5.84.gexf	5	7	1	Small	50	6	5	84	gexf
9971	Small.50.10.2.84.gexf	2	9	1	Small	50	10	2	84	gexf
9972	Small.50.10.2.84.gexf	3	9	1	Small	50	10	2	84	gexf
9973	Small.50.10.2.84.gexf	5	9	1	Small	50	10	2	84	gexf
9976	Small.50.10.5.84.gexf	2	11	1	Small	50	10	5	84	gexf
9977	Small.50.10.5.84.gexf	3	11	1	Small	50	10	5	84	gexf
9978	Small.50.10.5.84.gexf	5	11	1	Small	50	10	5	84	gexf
9979	Small.50.10.5.84.gexf	10	11	1	Small	50	10	5	84	gexf
9981	Small.50.24.2.84.gexf	2	24	1	Small	50	24	2	84	gexf
9982	Small.50.24.2.84.gexf	3	24	1	Small	50	24	2	84	gexf
9983	Small.50.24.2.84.gexf	5	24	1	Small	50	24	2	84	gexf
9984	Small.50.24.2.84.gexf	10	24	1	Small	50	24	2	84	gexf
9986	Small.50.24.5.84.gexf	2	22	1	Small	50	24	5	84	gexf
9987	Small.50.24.5.84.gexf	3	22	1	Small	50	24	5	84	gexf
9988	Small.50.24.5.84.gexf	5	22	1	Small	50	24	5	84	gexf
9989	Small.50.24.5.84.gexf	10	22	1	Small	50	24	5	84	gexf
9991	Small.100.6.2.84.gexf	2	4	1	Small	100	6	2	84	gexf
9992	Small.100.6.2.84.gexf	3	4	1	Small	100	6	2	84	gexf
9996	Small.100.6.5.84.gexf	2	5	1	Small	100	6	5	84	gexf
9997	Small.100.6.5.84.gexf	3	5	1	Small	100	6	5	84	gexf
10001	Small.100.10.2.84.gexf	2	10	1	Small	100	10	2	84	gexf
10002	Small.100.10.2.84.gexf	3	10	1	Small	100	10	2	84	gexf
10003	Small.100.10.2.84.gexf	5	10	1	Small	100	10	2	84	gexf
10006	Small.100.10.5.84.gexf	2	8	1	Small	100	10	5	84	gexf
10007	Small.100.10.5.84.gexf	3	8	1	Small	100	10	5	84	gexf
10008	Small.100.10.5.84.gexf	5	8	1	Small	100	10	5	84	gexf
10011	Small.100.24.2.84.gexf	2	22	1	Small	100	24	2	84	gexf
10012	Small.100.24.2.84.gexf	3	22	1	Small	100	24	2	84	gexf
10013	Small.100.24.2.84.gexf	5	22	1	Small	100	24	2	84	gexf
10014	Small.100.24.2.84.gexf	10	22	1	Small	100	24	2	84	gexf
10016	Small.100.24.5.84.gexf	2	24	1	Small	100	24	5	84	gexf
10017	Small.100.24.5.84.gexf	3	24	1	Small	100	24	5	84	gexf
10018	Small.100.24.5.84.gexf	5	24	1	Small	100	24	5	84	gexf
10019	Small.100.24.5.84.gexf	10	24	1	Small	100	24	5	84	gexf
10021	Small.500.6.2.84.gexf	2	5	1	Small	500	6	2	84	gexf
10022	Small.500.6.2.84.gexf	3	5	1	Small	500	6	2	84	gexf
10026	Small.500.6.5.84.gexf	2	5	1	Small	500	6	5	84	gexf
10027	Small.500.6.5.84.gexf	3	5	1	Small	500	6	5	84	gexf
10031	Small.500.10.2.84.gexf	2	10	1	Small	500	10	2	84	gexf
10032	Small.500.10.2.84.gexf	3	10	1	Small	500	10	2	84	gexf
10033	Small.500.10.2.84.gexf	5	10	1	Small	500	10	2	84	gexf
10036	Small.500.10.5.84.gexf	2	10	1	Small	500	10	5	84	gexf
10037	Small.500.10.5.84.gexf	3	10	1	Small	500	10	5	84	gexf
10038	Small.500.10.5.84.gexf	5	10	1	Small	500	10	5	84	gexf
10041	Small.500.24.2.84.gexf	2	21	1	Small	500	24	2	84	gexf
10042	Small.500.24.2.84.gexf	3	21	1	Small	500	24	2	84	gexf
10043	Small.500.24.2.84.gexf	5	21	1	Small	500	24	2	84	gexf
10044	Small.500.24.2.84.gexf	10	21	1	Small	500	24	2	84	gexf
10046	Small.500.24.5.84.gexf	2	22	1	Small	500	24	5	84	gexf
10047	Small.500.24.5.84.gexf	3	22	1	Small	500	24	5	84	gexf
10048	Small.500.24.5.84.gexf	5	22	1	Small	500	24	5	84	gexf
10049	Small.500.24.5.84.gexf	10	22	1	Small	500	24	5	84	gexf
10051	Small.1000.6.2.84.gexf	2	5	1	Small	1000	6	2	84	gexf
10052	Small.1000.6.2.84.gexf	3	5	1	Small	1000	6	2	84	gexf
10056	Small.1000.6.5.84.gexf	2	7	1	Small	1000	6	5	84	gexf
10057	Small.1000.6.5.84.gexf	3	7	1	Small	1000	6	5	84	gexf
10058	Small.1000.6.5.84.gexf	5	7	1	Small	1000	6	5	84	gexf
10061	Small.1000.10.2.84.gexf	2	11	1	Small	1000	10	2	84	gexf
10062	Small.1000.10.2.84.gexf	3	11	1	Small	1000	10	2	84	gexf
10063	Small.1000.10.2.84.gexf	5	11	1	Small	1000	10	2	84	gexf
10064	Small.1000.10.2.84.gexf	10	11	1	Small	1000	10	2	84	gexf
10066	Small.1000.10.5.84.gexf	2	11	1	Small	1000	10	5	84	gexf
10067	Small.1000.10.5.84.gexf	3	11	1	Small	1000	10	5	84	gexf
10068	Small.1000.10.5.84.gexf	5	11	1	Small	1000	10	5	84	gexf
10069	Small.1000.10.5.84.gexf	10	11	1	Small	1000	10	5	84	gexf
10071	Small.1000.24.2.84.gexf	2	24	1	Small	1000	24	2	84	gexf
10072	Small.1000.24.2.84.gexf	3	24	1	Small	1000	24	2	84	gexf
10073	Small.1000.24.2.84.gexf	5	24	1	Small	1000	24	2	84	gexf
10074	Small.1000.24.2.84.gexf	10	24	1	Small	1000	24	2	84	gexf
10076	Small.1000.24.5.84.gexf	2	25	1	Small	1000	24	5	84	gexf
10077	Small.1000.24.5.84.gexf	3	25	1	Small	1000	24	5	84	gexf
10078	Small.1000.24.5.84.gexf	5	25	1	Small	1000	24	5	84	gexf
10079	Small.1000.24.5.84.gexf	10	25	2	Small	1000	24	5	84	gexf
10081	Small.50.6.2.85.gexf	2	7	1	Small	50	6	2	85	gexf
10082	Small.50.6.2.85.gexf	3	7	1	Small	50	6	2	85	gexf
10083	Small.50.6.2.85.gexf	5	7	1	Small	50	6	2	85	gexf
10086	Small.50.6.5.85.gexf	2	7	1	Small	50	6	5	85	gexf
10087	Small.50.6.5.85.gexf	3	7	1	Small	50	6	5	85	gexf
10088	Small.50.6.5.85.gexf	5	7	1	Small	50	6	5	85	gexf
10091	Small.50.10.2.85.gexf	2	10	1	Small	50	10	2	85	gexf
10092	Small.50.10.2.85.gexf	3	10	1	Small	50	10	2	85	gexf
10093	Small.50.10.2.85.gexf	5	10	1	Small	50	10	2	85	gexf
10096	Small.50.10.5.85.gexf	2	9	1	Small	50	10	5	85	gexf
10097	Small.50.10.5.85.gexf	3	9	1	Small	50	10	5	85	gexf
10098	Small.50.10.5.85.gexf	5	9	1	Small	50	10	5	85	gexf
10101	Small.50.24.2.85.gexf	2	26	1	Small	50	24	2	85	gexf
10102	Small.50.24.2.85.gexf	3	26	1	Small	50	24	2	85	gexf
10103	Small.50.24.2.85.gexf	5	26	1	Small	50	24	2	85	gexf
10104	Small.50.24.2.85.gexf	10	26	1	Small	50	24	2	85	gexf
10106	Small.50.24.5.85.gexf	2	24	1	Small	50	24	5	85	gexf
10107	Small.50.24.5.85.gexf	3	24	1	Small	50	24	5	85	gexf
10108	Small.50.24.5.85.gexf	5	24	1	Small	50	24	5	85	gexf
10109	Small.50.24.5.85.gexf	10	24	1	Small	50	24	5	85	gexf
10111	Small.100.6.2.85.gexf	2	5	1	Small	100	6	2	85	gexf
10112	Small.100.6.2.85.gexf	3	5	1	Small	100	6	2	85	gexf
10116	Small.100.6.5.85.gexf	2	6	1	Small	100	6	5	85	gexf
10117	Small.100.6.5.85.gexf	3	6	1	Small	100	6	5	85	gexf
10118	Small.100.6.5.85.gexf	5	6	1	Small	100	6	5	85	gexf
10121	Small.100.10.2.85.gexf	2	10	1	Small	100	10	2	85	gexf
10122	Small.100.10.2.85.gexf	3	10	1	Small	100	10	2	85	gexf
10123	Small.100.10.2.85.gexf	5	10	1	Small	100	10	2	85	gexf
10126	Small.100.10.5.85.gexf	2	10	1	Small	100	10	5	85	gexf
10127	Small.100.10.5.85.gexf	3	10	1	Small	100	10	5	85	gexf
10128	Small.100.10.5.85.gexf	5	10	1	Small	100	10	5	85	gexf
10131	Small.100.24.2.85.gexf	2	21	1	Small	100	24	2	85	gexf
10132	Small.100.24.2.85.gexf	3	21	1	Small	100	24	2	85	gexf
10133	Small.100.24.2.85.gexf	5	21	1	Small	100	24	2	85	gexf
10134	Small.100.24.2.85.gexf	10	21	1	Small	100	24	2	85	gexf
10136	Small.100.24.5.85.gexf	2	21	1	Small	100	24	5	85	gexf
10137	Small.100.24.5.85.gexf	3	21	1	Small	100	24	5	85	gexf
10138	Small.100.24.5.85.gexf	5	21	1	Small	100	24	5	85	gexf
10139	Small.100.24.5.85.gexf	10	21	1	Small	100	24	5	85	gexf
10141	Small.500.6.2.85.gexf	2	5	1	Small	500	6	2	85	gexf
10142	Small.500.6.2.85.gexf	3	5	1	Small	500	6	2	85	gexf
10146	Small.500.6.5.85.gexf	2	4	1	Small	500	6	5	85	gexf
10147	Small.500.6.5.85.gexf	3	4	1	Small	500	6	5	85	gexf
10151	Small.500.10.2.85.gexf	2	9	1	Small	500	10	2	85	gexf
10152	Small.500.10.2.85.gexf	3	9	1	Small	500	10	2	85	gexf
10153	Small.500.10.2.85.gexf	5	9	1	Small	500	10	2	85	gexf
10156	Small.500.10.5.85.gexf	2	10	1	Small	500	10	5	85	gexf
10157	Small.500.10.5.85.gexf	3	10	1	Small	500	10	5	85	gexf
10158	Small.500.10.5.85.gexf	5	10	1	Small	500	10	5	85	gexf
10161	Small.500.24.2.85.gexf	2	22	1	Small	500	24	2	85	gexf
10162	Small.500.24.2.85.gexf	3	22	1	Small	500	24	2	85	gexf
10163	Small.500.24.2.85.gexf	5	22	1	Small	500	24	2	85	gexf
10164	Small.500.24.2.85.gexf	10	22	1	Small	500	24	2	85	gexf
10166	Small.500.24.5.85.gexf	2	25	1	Small	500	24	5	85	gexf
10167	Small.500.24.5.85.gexf	3	25	1	Small	500	24	5	85	gexf
10168	Small.500.24.5.85.gexf	5	25	1	Small	500	24	5	85	gexf
10169	Small.500.24.5.85.gexf	10	25	2	Small	500	24	5	85	gexf
10171	Small.1000.6.2.85.gexf	2	6	1	Small	1000	6	2	85	gexf
10172	Small.1000.6.2.85.gexf	3	6	1	Small	1000	6	2	85	gexf
10173	Small.1000.6.2.85.gexf	5	6	1	Small	1000	6	2	85	gexf
10176	Small.1000.6.5.85.gexf	2	7	1	Small	1000	6	5	85	gexf
10177	Small.1000.6.5.85.gexf	3	7	1	Small	1000	6	5	85	gexf
10178	Small.1000.6.5.85.gexf	5	7	1	Small	1000	6	5	85	gexf
10181	Small.1000.10.2.85.gexf	2	8	1	Small	1000	10	2	85	gexf
10182	Small.1000.10.2.85.gexf	3	8	1	Small	1000	10	2	85	gexf
10183	Small.1000.10.2.85.gexf	5	8	1	Small	1000	10	2	85	gexf
10186	Small.1000.10.5.85.gexf	2	8	1	Small	1000	10	5	85	gexf
10187	Small.1000.10.5.85.gexf	3	8	1	Small	1000	10	5	85	gexf
10188	Small.1000.10.5.85.gexf	5	8	1	Small	1000	10	5	85	gexf
10191	Small.1000.24.2.85.gexf	2	21	1	Small	1000	24	2	85	gexf
10192	Small.1000.24.2.85.gexf	3	21	1	Small	1000	24	2	85	gexf
10193	Small.1000.24.2.85.gexf	5	21	1	Small	1000	24	2	85	gexf
10194	Small.1000.24.2.85.gexf	10	21	1	Small	1000	24	2	85	gexf
10196	Small.1000.24.5.85.gexf	2	21	1	Small	1000	24	5	85	gexf
10197	Small.1000.24.5.85.gexf	3	21	1	Small	1000	24	5	85	gexf
10198	Small.1000.24.5.85.gexf	5	21	1	Small	1000	24	5	85	gexf
10199	Small.1000.24.5.85.gexf	10	21	1	Small	1000	24	5	85	gexf
10201	Small.50.6.2.86.gexf	2	6	1	Small	50	6	2	86	gexf
10202	Small.50.6.2.86.gexf	3	6	1	Small	50	6	2	86	gexf
10203	Small.50.6.2.86.gexf	5	6	1	Small	50	6	2	86	gexf
10206	Small.50.6.5.86.gexf	2	5	1	Small	50	6	5	86	gexf
10207	Small.50.6.5.86.gexf	3	5	1	Small	50	6	5	86	gexf
10211	Small.50.10.2.86.gexf	2	11	1	Small	50	10	2	86	gexf
10212	Small.50.10.2.86.gexf	3	11	1	Small	50	10	2	86	gexf
10213	Small.50.10.2.86.gexf	5	11	1	Small	50	10	2	86	gexf
10214	Small.50.10.2.86.gexf	10	11	1	Small	50	10	2	86	gexf
10216	Small.50.10.5.86.gexf	2	10	1	Small	50	10	5	86	gexf
10217	Small.50.10.5.86.gexf	3	10	1	Small	50	10	5	86	gexf
10218	Small.50.10.5.86.gexf	5	10	1	Small	50	10	5	86	gexf
10221	Small.50.24.2.86.gexf	2	21	1	Small	50	24	2	86	gexf
10222	Small.50.24.2.86.gexf	3	21	1	Small	50	24	2	86	gexf
10223	Small.50.24.2.86.gexf	5	21	1	Small	50	24	2	86	gexf
10224	Small.50.24.2.86.gexf	10	21	1	Small	50	24	2	86	gexf
10226	Small.50.24.5.86.gexf	2	21	1	Small	50	24	5	86	gexf
10227	Small.50.24.5.86.gexf	3	21	1	Small	50	24	5	86	gexf
10228	Small.50.24.5.86.gexf	5	21	1	Small	50	24	5	86	gexf
10229	Small.50.24.5.86.gexf	10	21	1	Small	50	24	5	86	gexf
10231	Small.100.6.2.86.gexf	2	4	1	Small	100	6	2	86	gexf
10232	Small.100.6.2.86.gexf	3	4	1	Small	100	6	2	86	gexf
10236	Small.100.6.5.86.gexf	2	6	1	Small	100	6	5	86	gexf
10237	Small.100.6.5.86.gexf	3	6	1	Small	100	6	5	86	gexf
10238	Small.100.6.5.86.gexf	5	6	1	Small	100	6	5	86	gexf
10241	Small.100.10.2.86.gexf	2	9	1	Small	100	10	2	86	gexf
10242	Small.100.10.2.86.gexf	3	9	1	Small	100	10	2	86	gexf
