construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5
10711	cut	cap	first	Small.1000.6.2.58.gexf	1000	6000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	168	0	0	0	0	[5.0, 3.0]	Small	1000	6	2	58	gexf
10712	cut	cap	first	Small.1000.6.2.58.gexf	1000	6000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	168	0	0	0	0	[5.0, 2.0]	Small	1000	6	2	58	gexf
10716	cut	cap	first	Small.1000.6.5.58.gexf	1000	6000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	163	0	0	0	0	[5.0, 3.0]	Small	1000	6	5	58	gexf
10717	cut	cap	first	Small.1000.6.5.58.gexf	1000	6000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	164	0	0	0	0	[5.0, 2.0]	Small	1000	6	5	58	gexf
10721	cut	cap	first	Small.1000.10.2.58.gexf	1000	10000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	106	0	0	0	0	[10.0, 8.0]	Small	1000	10	2	58	gexf
10722	cut	cap	first	Small.1000.10.2.58.gexf	1000	10000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	105	0	0	0	0	[10.0, 7.0]	Small	1000	10	2	58	gexf
10723	cut	cap	first	Small.1000.10.2.58.gexf	1000	10000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	105	0	0	0	0	[10.0, 5.0]	Small	1000	10	2	58	gexf
10726	cut	cap	first	Small.1000.10.5.58.gexf	1000	10000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	105	0	0	0	0	[9.0, 7.0]	Small	1000	10	5	58	gexf
10727	cut	cap	first	Small.1000.10.5.58.gexf	1000	10000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	105	0	0	0	0	[9.0, 6.0]	Small	1000	10	5	58	gexf
10728	cut	cap	first	Small.1000.10.5.58.gexf	1000	10000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	106	0	0	0	0	[9.0, 4.0]	Small	1000	10	5	58	gexf
10731	cut	cap	first	Small.1000.24.2.58.gexf	1000	24000	2	1	[25, 25, 25, 25]	25	23	23.0	inf	45	0	0	0	0	[25.0, 23.0]	Small	1000	24	2	58	gexf
10732	cut	cap	first	Small.1000.24.2.58.gexf	1000	24000	3	2	[25, 25, 25, 25]	25	22	22.0	inf	45	0	0	0	0	[25.0, 22.0]	Small	1000	24	2	58	gexf
10733	cut	cap	first	Small.1000.24.2.58.gexf	1000	24000	5	3	[25, 25, 25, 25]	25	20	20.0	inf	45	0	0	0	0	[25.0, 20.0]	Small	1000	24	2	58	gexf
10734	cut	cap	first	Small.1000.24.2.58.gexf	1000	24000	10	4	[25, 25, 25, 25]	25	15	15.0	inf	45	0	0	0	0	[25.0, 15.0]	Small	1000	24	2	58	gexf
10736	cut	cap	first	Small.1000.24.5.58.gexf	1000	24000	2	1	[20, 20, 20, 20]	20	18	18.0	inf	43	0	0	0	0	[20.0, 18.0]	Small	1000	24	5	58	gexf
10737	cut	cap	first	Small.1000.24.5.58.gexf	1000	24000	3	2	[20, 20, 20, 20]	20	17	17.0	inf	44	0	0	0	0	[20.0, 17.0]	Small	1000	24	5	58	gexf
10738	cut	cap	first	Small.1000.24.5.58.gexf	1000	24000	5	3	[20, 20, 20, 20]	20	15	15.0	inf	45	0	0	0	0	[20.0, 15.0]	Small	1000	24	5	58	gexf
10739	cut	cap	first	Small.1000.24.5.58.gexf	1000	24000	10	4	[20, 20, 20, 20]	20	10	10.0	inf	45	0	0	0	0	[20.0, 10.0]	Small	1000	24	5	58	gexf
10741	cut	cap	first	Small.1000.6.2.59.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	165	0	0	0	0	[6.0, 4.0]	Small	1000	6	2	59	gexf
10742	cut	cap	first	Small.1000.6.2.59.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	165	0	0	0	0	[6.0, 3.0]	Small	1000	6	2	59	gexf
10743	cut	cap	first	Small.1000.6.2.59.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	164	0	0	0	0	[6.0, 1.0]	Small	1000	6	2	59	gexf
10746	cut	cap	first	Small.1000.6.5.59.gexf	1000	6000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	164	0	0	0	0	[7.0, 5.0]	Small	1000	6	5	59	gexf
10747	cut	cap	first	Small.1000.6.5.59.gexf	1000	6000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	164	0	0	0	0	[7.0, 4.0]	Small	1000	6	5	59	gexf
10748	cut	cap	first	Small.1000.6.5.59.gexf	1000	6000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	163	0	0	0	0	[7.0, 2.0]	Small	1000	6	5	59	gexf
10751	cut	cap	first	Small.1000.10.2.59.gexf	1000	10000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	106	0	0	0	0	[9.0, 7.0]	Small	1000	10	2	59	gexf
10752	cut	cap	first	Small.1000.10.2.59.gexf	1000	10000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	106	0	0	0	0	[9.0, 6.0]	Small	1000	10	2	59	gexf
10753	cut	cap	first	Small.1000.10.2.59.gexf	1000	10000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	106	0	0	0	0	[9.0, 4.0]	Small	1000	10	2	59	gexf
10756	cut	cap	first	Small.1000.10.5.59.gexf	1000	10000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	104	0	0	0	0	[10.0, 8.0]	Small	1000	10	5	59	gexf
10757	cut	cap	first	Small.1000.10.5.59.gexf	1000	10000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	104	0	0	0	0	[10.0, 7.0]	Small	1000	10	5	59	gexf
10758	cut	cap	first	Small.1000.10.5.59.gexf	1000	10000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	104	0	0	0	0	[10.0, 5.0]	Small	1000	10	5	59	gexf
10761	cut	cap	first	Small.1000.24.2.59.gexf	1000	24000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	45	0	0	0	0	[21.0, 19.0]	Small	1000	24	2	59	gexf
10762	cut	cap	first	Small.1000.24.2.59.gexf	1000	24000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	45	0	0	0	0	[21.0, 18.0]	Small	1000	24	2	59	gexf
10763	cut	cap	first	Small.1000.24.2.59.gexf	1000	24000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	45	0	0	0	0	[21.0, 16.0]	Small	1000	24	2	59	gexf
10764	cut	cap	first	Small.1000.24.2.59.gexf	1000	24000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	45	0	0	0	0	[21.0, 11.0]	Small	1000	24	2	59	gexf
10766	cut	cap	first	Small.1000.24.5.59.gexf	1000	24000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	45	0	0	0	0	[24.0, 22.0]	Small	1000	24	5	59	gexf
10767	cut	cap	first	Small.1000.24.5.59.gexf	1000	24000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	45	0	0	0	0	[24.0, 21.0]	Small	1000	24	5	59	gexf
10768	cut	cap	first	Small.1000.24.5.59.gexf	1000	24000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	45	0	0	0	0	[24.0, 19.0]	Small	1000	24	5	59	gexf
10769	cut	cap	first	Small.1000.24.5.59.gexf	1000	24000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	45	0	0	0	0	[24.0, 14.0]	Small	1000	24	5	59	gexf
10771	cut	cap	first	Small.1000.6.2.60.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	163	0	0	0	0	[6.0, 4.0]	Small	1000	6	2	60	gexf
10772	cut	cap	first	Small.1000.6.2.60.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	164	0	0	0	0	[6.0, 3.0]	Small	1000	6	2	60	gexf
10773	cut	cap	first	Small.1000.6.2.60.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	166	0	0	0	0	[6.0, 1.0]	Small	1000	6	2	60	gexf
10776	cut	cap	first	Small.1000.6.5.60.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	165	0	0	0	0	[6.0, 4.0]	Small	1000	6	5	60	gexf
10777	cut	cap	first	Small.1000.6.5.60.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	166	0	0	0	0	[6.0, 3.0]	Small	1000	6	5	60	gexf
10778	cut	cap	first	Small.1000.6.5.60.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	166	0	0	0	0	[6.0, 1.0]	Small	1000	6	5	60	gexf
10781	cut	cap	first	Small.1000.10.2.60.gexf	1000	10000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	105	0	0	0	0	[10.0, 8.0]	Small	1000	10	2	60	gexf
10782	cut	cap	first	Small.1000.10.2.60.gexf	1000	10000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	105	0	0	0	0	[10.0, 7.0]	Small	1000	10	2	60	gexf
10783	cut	cap	first	Small.1000.10.2.60.gexf	1000	10000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	105	0	0	0	0	[10.0, 5.0]	Small	1000	10	2	60	gexf
10786	cut	cap	first	Small.1000.10.5.60.gexf	1000	10000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	105	0	0	0	0	[6.0, 4.0]	Small	1000	10	5	60	gexf
10787	cut	cap	first	Small.1000.10.5.60.gexf	1000	10000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	104	0	0	0	0	[6.0, 3.0]	Small	1000	10	5	60	gexf
10788	cut	cap	first	Small.1000.10.5.60.gexf	1000	10000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	104	0	0	0	0	[6.0, 1.0]	Small	1000	10	5	60	gexf
10791	cut	cap	first	Small.1000.24.2.60.gexf	1000	24000	2	1	[25, 25, 25, 25]	25	23	23.0	inf	44	0	0	0	0	[25.0, 23.0]	Small	1000	24	2	60	gexf
10792	cut	cap	first	Small.1000.24.2.60.gexf	1000	24000	3	2	[25, 25, 25, 25]	25	22	22.0	inf	44	0	0	0	0	[25.0, 22.0]	Small	1000	24	2	60	gexf
10793	cut	cap	first	Small.1000.24.2.60.gexf	1000	24000	5	3	[25, 25, 25, 25]	25	20	20.0	inf	45	0	0	0	0	[25.0, 20.0]	Small	1000	24	2	60	gexf
10794	cut	cap	first	Small.1000.24.2.60.gexf	1000	24000	10	4	[25, 25, 25, 25]	25	15	15.0	inf	45	0	0	0	0	[25.0, 15.0]	Small	1000	24	2	60	gexf
10796	cut	cap	first	Small.1000.24.5.60.gexf	1000	24000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	44	0	0	0	0	[22.0, 20.0]	Small	1000	24	5	60	gexf
10797	cut	cap	first	Small.1000.24.5.60.gexf	1000	24000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	44	0	0	0	0	[22.0, 19.0]	Small	1000	24	5	60	gexf
10798	cut	cap	first	Small.1000.24.5.60.gexf	1000	24000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	44	0	0	0	0	[22.0, 17.0]	Small	1000	24	5	60	gexf
10799	cut	cap	first	Small.1000.24.5.60.gexf	1000	24000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	44	0	0	0	0	[22.0, 12.0]	Small	1000	24	5	60	gexf
10801	cut	cap	first	Small.1000.6.2.61.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	159	0	0	0	0	[6.0, 4.0]	Small	1000	6	2	61	gexf
10802	cut	cap	first	Small.1000.6.2.61.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	160	0	0	0	0	[6.0, 3.0]	Small	1000	6	2	61	gexf
10803	cut	cap	first	Small.1000.6.2.61.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	163	0	0	0	0	[6.0, 1.0]	Small	1000	6	2	61	gexf
10806	cut	cap	first	Small.1000.6.5.61.gexf	1000	6000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	163	0	0	0	0	[4.0, 2.0]	Small	1000	6	5	61	gexf
10807	cut	cap	first	Small.1000.6.5.61.gexf	1000	6000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	165	0	0	0	0	[4.0, 1.0]	Small	1000	6	5	61	gexf
10811	cut	cap	first	Small.1000.10.2.61.gexf	1000	10000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	105	0	0	0	0	[10.0, 8.0]	Small	1000	10	2	61	gexf
10812	cut	cap	first	Small.1000.10.2.61.gexf	1000	10000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	105	0	0	0	0	[10.0, 7.0]	Small	1000	10	2	61	gexf
10813	cut	cap	first	Small.1000.10.2.61.gexf	1000	10000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	105	0	0	0	0	[10.0, 5.0]	Small	1000	10	2	61	gexf
10816	cut	cap	first	Small.1000.10.5.61.gexf	1000	10000	2	1	[12, 12, 12, 12]	12	10	10.0	inf	104	0	0	0	0	[12.0, 10.0]	Small	1000	10	5	61	gexf
10817	cut	cap	first	Small.1000.10.5.61.gexf	1000	10000	3	2	[12, 12, 12, 12]	12	9	9.0	inf	104	0	0	0	0	[12.0, 9.0]	Small	1000	10	5	61	gexf
10818	cut	cap	first	Small.1000.10.5.61.gexf	1000	10000	5	3	[12, 12, 12, 12]	12	7	7.0	inf	103	0	0	0	0	[12.0, 7.0]	Small	1000	10	5	61	gexf
10819	cut	cap	first	Small.1000.10.5.61.gexf	1000	10000	10	4	[12, 12, 12, 12]	12	2	2.0	inf	103	0	0	0	0	[12.0, 2.0]	Small	1000	10	5	61	gexf
10821	cut	cap	first	Small.1000.24.2.61.gexf	1000	24000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	44	0	0	0	0	[23.0, 21.0]	Small	1000	24	2	61	gexf
10822	cut	cap	first	Small.1000.24.2.61.gexf	1000	24000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	44	0	0	0	0	[23.0, 20.0]	Small	1000	24	2	61	gexf
10823	cut	cap	first	Small.1000.24.2.61.gexf	1000	24000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	45	0	0	0	0	[23.0, 18.0]	Small	1000	24	2	61	gexf
10824	cut	cap	first	Small.1000.24.2.61.gexf	1000	24000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	46	0	0	0	0	[23.0, 13.0]	Small	1000	24	2	61	gexf
10826	cut	cap	first	Small.1000.24.5.61.gexf	1000	24000	2	1	[20, 20, 20, 20]	20	18	18.0	inf	45	0	0	0	0	[20.0, 18.0]	Small	1000	24	5	61	gexf
10827	cut	cap	first	Small.1000.24.5.61.gexf	1000	24000	3	2	[20, 20, 20, 20]	20	17	17.0	inf	44	0	0	0	0	[20.0, 17.0]	Small	1000	24	5	61	gexf
10828	cut	cap	first	Small.1000.24.5.61.gexf	1000	24000	5	3	[20, 20, 20, 20]	20	15	15.0	inf	45	0	0	0	0	[20.0, 15.0]	Small	1000	24	5	61	gexf
10829	cut	cap	first	Small.1000.24.5.61.gexf	1000	24000	10	4	[20, 20, 20, 20]	20	10	10.0	inf	45	0	0	0	0	[20.0, 10.0]	Small	1000	24	5	61	gexf
10831	cut	cap	first	Small.1000.6.2.62.gexf	1000	6000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	168	0	0	0	0	[5.0, 3.0]	Small	1000	6	2	62	gexf
10832	cut	cap	first	Small.1000.6.2.62.gexf	1000	6000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	167	0	0	0	0	[5.0, 2.0]	Small	1000	6	2	62	gexf
10836	cut	cap	first	Small.1000.6.5.62.gexf	1000	6000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	161	0	0	0	0	[5.0, 3.0]	Small	1000	6	5	62	gexf
10837	cut	cap	first	Small.1000.6.5.62.gexf	1000	6000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	162	0	0	0	0	[5.0, 2.0]	Small	1000	6	5	62	gexf
10841	cut	cap	first	Small.1000.10.2.62.gexf	1000	10000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	105	0	0	0	0	[9.0, 7.0]	Small	1000	10	2	62	gexf
10842	cut	cap	first	Small.1000.10.2.62.gexf	1000	10000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	105	0	0	0	0	[9.0, 6.0]	Small	1000	10	2	62	gexf
10843	cut	cap	first	Small.1000.10.2.62.gexf	1000	10000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	105	0	0	0	0	[9.0, 4.0]	Small	1000	10	2	62	gexf
10846	cut	cap	first	Small.1000.10.5.62.gexf	1000	10000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	106	0	0	0	0	[7.0, 5.0]	Small	1000	10	5	62	gexf
10847	cut	cap	first	Small.1000.10.5.62.gexf	1000	10000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	106	0	0	0	0	[7.0, 4.0]	Small	1000	10	5	62	gexf
10848	cut	cap	first	Small.1000.10.5.62.gexf	1000	10000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	105	0	0	0	0	[7.0, 2.0]	Small	1000	10	5	62	gexf
10851	cut	cap	first	Small.1000.24.2.62.gexf	1000	24000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	45	0	0	0	0	[22.0, 20.0]	Small	1000	24	2	62	gexf
10852	cut	cap	first	Small.1000.24.2.62.gexf	1000	24000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	45	0	0	0	0	[22.0, 19.0]	Small	1000	24	2	62	gexf
10853	cut	cap	first	Small.1000.24.2.62.gexf	1000	24000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	45	0	0	0	0	[22.0, 17.0]	Small	1000	24	2	62	gexf
10854	cut	cap	first	Small.1000.24.2.62.gexf	1000	24000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	45	0	0	0	0	[22.0, 12.0]	Small	1000	24	2	62	gexf
10856	cut	cap	first	Small.1000.24.5.62.gexf	1000	24000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	45	0	0	0	0	[22.0, 20.0]	Small	1000	24	5	62	gexf
10857	cut	cap	first	Small.1000.24.5.62.gexf	1000	24000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	45	0	0	0	0	[22.0, 19.0]	Small	1000	24	5	62	gexf
10858	cut	cap	first	Small.1000.24.5.62.gexf	1000	24000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	45	0	0	0	0	[22.0, 17.0]	Small	1000	24	5	62	gexf
10859	cut	cap	first	Small.1000.24.5.62.gexf	1000	24000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	45	0	0	0	0	[22.0, 12.0]	Small	1000	24	5	62	gexf
10861	cut	cap	first	Small.1000.6.2.63.gexf	1000	6000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	164	0	0	0	0	[7.0, 5.0]	Small	1000	6	2	63	gexf
10862	cut	cap	first	Small.1000.6.2.63.gexf	1000	6000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	164	0	0	0	0	[7.0, 4.0]	Small	1000	6	2	63	gexf
10863	cut	cap	first	Small.1000.6.2.63.gexf	1000	6000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	163	0	0	0	0	[7.0, 2.0]	Small	1000	6	2	63	gexf
10866	cut	cap	first	Small.1000.6.5.63.gexf	1000	6000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	162	0	0	0	0	[5.0, 3.0]	Small	1000	6	5	63	gexf
10867	cut	cap	first	Small.1000.6.5.63.gexf	1000	6000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	161	0	0	0	0	[5.0, 2.0]	Small	1000	6	5	63	gexf
10871	cut	cap	first	Small.1000.10.2.63.gexf	1000	10000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	106	0	0	0	0	[9.0, 7.0]	Small	1000	10	2	63	gexf
10872	cut	cap	first	Small.1000.10.2.63.gexf	1000	10000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	106	0	0	0	0	[9.0, 6.0]	Small	1000	10	2	63	gexf
10873	cut	cap	first	Small.1000.10.2.63.gexf	1000	10000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	107	0	0	0	0	[9.0, 4.0]	Small	1000	10	2	63	gexf
10876	cut	cap	first	Small.1000.10.5.63.gexf	1000	10000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	106	0	0	0	0	[7.0, 5.0]	Small	1000	10	5	63	gexf
10877	cut	cap	first	Small.1000.10.5.63.gexf	1000	10000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	106	0	0	0	0	[7.0, 4.0]	Small	1000	10	5	63	gexf
10878	cut	cap	first	Small.1000.10.5.63.gexf	1000	10000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	106	0	0	0	0	[7.0, 2.0]	Small	1000	10	5	63	gexf
10881	cut	cap	first	Small.1000.24.2.63.gexf	1000	24000	2	1	[25, 25, 25, 25]	25	23	23.0	inf	45	0	0	0	0	[25.0, 23.0]	Small	1000	24	2	63	gexf
10882	cut	cap	first	Small.1000.24.2.63.gexf	1000	24000	3	2	[25, 25, 25, 25]	25	22	22.0	inf	45	0	0	0	0	[25.0, 22.0]	Small	1000	24	2	63	gexf
10883	cut	cap	first	Small.1000.24.2.63.gexf	1000	24000	5	3	[25, 25, 25, 25]	25	20	20.0	inf	46	0	0	0	0	[25.0, 20.0]	Small	1000	24	2	63	gexf
10884	cut	cap	first	Small.1000.24.2.63.gexf	1000	24000	10	4	[25, 25, 25, 25]	25	15	15.0	inf	46	0	0	0	0	[25.0, 15.0]	Small	1000	24	2	63	gexf
10886	cut	cap	first	Small.1000.24.5.63.gexf	1000	24000	2	1	[19, 19, 19, 19]	19	17	17.0	inf	45	0	0	0	0	[19.0, 17.0]	Small	1000	24	5	63	gexf
10887	cut	cap	first	Small.1000.24.5.63.gexf	1000	24000	3	2	[19, 19, 19, 19]	19	16	16.0	inf	45	0	0	0	0	[19.0, 16.0]	Small	1000	24	5	63	gexf
10888	cut	cap	first	Small.1000.24.5.63.gexf	1000	24000	5	3	[19, 19, 19, 19]	19	14	14.0	inf	45	0	0	0	0	[19.0, 14.0]	Small	1000	24	5	63	gexf
10889	cut	cap	first	Small.1000.24.5.63.gexf	1000	24000	10	4	[19, 19, 19, 19]	19	9	9.0	inf	45	0	0	0	0	[19.0, 9.0]	Small	1000	24	5	63	gexf
10891	cut	cap	first	Small.1000.6.2.64.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	162	0	0	0	0	[6.0, 4.0]	Small	1000	6	2	64	gexf
10892	cut	cap	first	Small.1000.6.2.64.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	165	0	0	0	0	[6.0, 3.0]	Small	1000	6	2	64	gexf
10893	cut	cap	first	Small.1000.6.2.64.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	166	0	0	0	0	[6.0, 1.0]	Small	1000	6	2	64	gexf
10896	cut	cap	first	Small.1000.6.5.64.gexf	1000	6000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	162	0	0	0	0	[6.0, 4.0]	Small	1000	6	5	64	gexf
10897	cut	cap	first	Small.1000.6.5.64.gexf	1000	6000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	161	0	0	0	0	[6.0, 3.0]	Small	1000	6	5	64	gexf
10898	cut	cap	first	Small.1000.6.5.64.gexf	1000	6000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	160	0	0	0	0	[6.0, 1.0]	Small	1000	6	5	64	gexf
10901	cut	cap	first	Small.1000.10.2.64.gexf	1000	10000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	107	0	0	0	0	[7.0, 5.0]	Small	1000	10	2	64	gexf
10902	cut	cap	first	Small.1000.10.2.64.gexf	1000	10000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	107	0	0	0	0	[7.0, 4.0]	Small	1000	10	2	64	gexf
10903	cut	cap	first	Small.1000.10.2.64.gexf	1000	10000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	106	0	0	0	0	[7.0, 2.0]	Small	1000	10	2	64	gexf
10906	cut	cap	first	Small.1000.10.5.64.gexf	1000	10000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	103	0	0	0	0	[9.0, 7.0]	Small	1000	10	5	64	gexf
10907	cut	cap	first	Small.1000.10.5.64.gexf	1000	10000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	103	0	0	0	0	[9.0, 6.0]	Small	1000	10	5	64	gexf
10908	cut	cap	first	Small.1000.10.5.64.gexf	1000	10000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	104	0	0	0	0	[9.0, 4.0]	Small	1000	10	5	64	gexf
10911	cut	cap	first	Small.1000.24.2.64.gexf	1000	24000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	45	0	0	0	0	[21.0, 19.0]	Small	1000	24	2	64	gexf
10912	cut	cap	first	Small.1000.24.2.64.gexf	1000	24000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	45	0	0	0	0	[21.0, 18.0]	Small	1000	24	2	64	gexf
10913	cut	cap	first	Small.1000.24.2.64.gexf	1000	24000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	45	0	0	0	0	[21.0, 16.0]	Small	1000	24	2	64	gexf
10914	cut	cap	first	Small.1000.24.2.64.gexf	1000	24000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	44	0	0	0	0	[21.0, 11.0]	Small	1000	24	2	64	gexf
10916	cut	cap	first	Small.1000.24.5.64.gexf	1000	24000	2	1	[25, 25, 25, 25]	25	23	23.0	inf	44	0	0	0	0	[25.0, 23.0]	Small	1000	24	5	64	gexf
10917	cut	cap	first	Small.1000.24.5.64.gexf	1000	24000	3	2	[25, 25, 25, 25]	25	22	22.0	inf	45	0	0	0	0	[25.0, 22.0]	Small	1000	24	5	64	gexf
10918	cut	cap	first	Small.1000.24.5.64.gexf	1000	24000	5	3	[25, 25, 25, 25]	25	20	20.0	inf	44	0	0	0	0	[25.0, 20.0]	Small	1000	24	5	64	gexf
10919	cut	cap	first	Small.1000.24.5.64.gexf	1000	24000	10	4	[25, 25, 25, 25]	25	15	15.0	inf	45	0	0	0	0	[25.0, 15.0]	Small	1000	24	5	64	gexf
10921	cut	cap	first	Small.1000.6.2.65.gexf	1000	6000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	167	0	0	0	0	[4.0, 2.0]	Small	1000	6	2	65	gexf
10922	cut	cap	first	Small.1000.6.2.65.gexf	1000	6000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	166	0	0	0	0	[4.0, 1.0]	Small	1000	6	2	65	gexf
10926	cut	cap	first	Small.1000.6.5.65.gexf	1000	6000	2	1	[3, 3, 3, 3]	3	1	1.0	inf	165	0	0	0	0	[3.0, 1.0]	Small	1000	6	5	65	gexf
10931	cut	cap	first	Small.1000.10.2.65.gexf	1000	10000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	104	0	0	0	0	[11.0, 9.0]	Small	1000	10	2	65	gexf
10932	cut	cap	first	Small.1000.10.2.65.gexf	1000	10000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	104	0	0	0	0	[11.0, 8.0]	Small	1000	10	2	65	gexf
10933	cut	cap	first	Small.1000.10.2.65.gexf	1000	10000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	105	0	0	0	0	[11.0, 6.0]	Small	1000	10	2	65	gexf
